0.1885453521,-36.6451347839
46.5000621569,29.4916076884
-28.7966078385,-29.8202786505
-0.4205878979,42.6888512242
-36.8568373952,-40.0263926144
-35.5478779754,49.8763586234
26.3213189325,-48.8669812475
-17.1866976305,24.6960159221
-48.8697652518,-9.4352648133
9.0555473181,2.0348551121
-7.3935802988,12.9522548413
-1.0122753195,30.4025693689
39.3027980728,3.8933570346
-12.3384640233,-25.1098981146
25.6480294765,-15.075191555
-22.7247575828,-28.4876997388
20.8978438526,-38.8382698992
-5.4252893305,48.2826140776
-25.8413526994,-7.3753872447
13.9933293198,36.6734932947
36.267728788,24.5369735654
12.2631252481,-13.7965028662
-36.2570012954,-15.1167542545
-27.4245865766,33.1025147553
35.7528272974,10.0645085309
-14.0377008534,-39.7718695782
32.4571867006,30.2218945421
19.7048122051,29.466163408
10.3582889154,15.8352223121
18.8008371754,-37.1750897934
43.7097079289,16.4350097659
24.619206834,-37.8650143957
16.9940815921,-46.3828554573
-23.6591742029,35.1775195583
30.6590406853,-19.9882591705
-37.0021372969,22.0534773473
0.6094391267,25.4679919691
44.6670566984,-10.3212941211
19.1873693573,-8.6062402238
-13.4897046552,35.097803407
8.085583493,37.9584281049
19.9453342907,32.1036856222
29.9996987888,-27.4367406692
-38.5202293839,-10.0207423791
-26.4776876089,-47.7910606731
9.1805553744,7.0391344011
46.8006045475,35.6088490907
-27.3130822506,-39.0619647311
-14.4781901329,-15.3772233587
-3.3011075777,-26.8340781205
-10.0700942052,-39.993750237
26.048815724,-16.529233443
-40.9161584755,-38.8045771098
2.7885252964,31.2658556536
19.2550462111,-3.9140386277
14.0179886147,-7.1179502505
25.5016958269,7.9892877074
16.3100037526,47.3823416376
-36.7990557811,-47.1497299708
9.2077069085,-43.1784517468
-11.6131066205,-14.0777684192
43.9958498066,-22.7848205897
17.3563935814,-33.5792797248
32.8932470606,-33.948468455
31.2913256359,17.9430973573
40.3587657066,-32.0709320792
30.6522508829,21.8109679235
-29.6040484275,-42.8189605036
-39.6673619795,-19.5043870794
44.3605800552,28.5751702499
-24.7164887832,46.8760497814
16.911666393,33.7121982483
-29.5582555904,-27.823732169
-26.613378016,-36.5245108745
30.1147965779,-11.2713441525
1.7896402731,16.1251013892
-19.0938642244,20.059112665
-47.6524613513,4.8087704943
-14.8974198567,34.1661120463
15.7202700294,-44.3912160325
16.0308325597,-2.1137135932
-36.7300741437,48.4960873133
-6.9506515685,49.5386754336
-13.8571550929,36.7913684466
-11.4990496179,45.3172451875
-6.2542063621,-6.396887837
-11.6501729202,27.336907606
5.7980805967,40.1773588653
45.577597939,47.8880554397
-14.7986348662,18.5747894738
-27.5169019267,-12.4078305053
-3.6624614995,41.806863205
43.525616503,-47.5223146442
38.3102320432,-25.830356845
49.0895900535,-18.0070976292
28.4587759396,-29.8773643071
2.7104412425,-43.8629898083
-5.7124710894,42.5880989124
-0.9043887278,-37.504598346
